Database,ParentGlobalID,SiteName,Assessors,Recorder,QA,CollectionDate,CreationDate,Creator,EditDate,Lat_field,Long_field,Weather,PctCloudCover,Disturbances,Disturbances_details,Bankwidth_0,Bankwidth_15,Bankwidth_30,ReachLength_targ,ReachLength_actual,Slope,Landuse,Lanuse_Notes,Riparian_yn,ErosionDeposition_yn,FloodplainConnectivity_yn,SurfaceFlow_pct,SurfaceSubsurfaceFlow_pct,IsolatedPools_number,SeepsSprings_yn,WaterInChannel_score,WaterInChannel_notes,HydricSoils_score,HydricSoils_locations,HydricSoils_notes,WoodyJams_number,WoodyJams_source,WoodyJams_notes,UplandRootedPlants_score,UplandRootedPlants_notes,SedimentOnPlantsDebris_score,SedimentOnPlantsDebris_notes,SoilMoisture1,SoilMoisture2,SoilMoisture3,SoilTexture1,SoilTexture2,SoilTexture3,Sinuosity_score,Sinuousity_method,Sinuosiy_notes,ChannelDimensions_score,ChannelDimensions_method,RifflePoolSeq_score,RifflePoolSeq_notes,SubstrateSorting_score,SubstrateSorting_notes,Fish_score,BMI_score,Algae_score,Mosquitofish,Vertebrate_notes,IOFB_yn,Snakes_yn,Snakes_abundance,Turtles_yn,Turtles_abundance,Amphibians_yn,Amphibians_abundance,FrogVocalizations_yn,BiologicalIndicators_notes,AlgalCover_Live,AlgalCover_Dead,AlgalCover_Upstream,AlgalCover_notes,dens_UU,dens_UL,dens_UR,dens_UD,dens_MU,dens_ML,dens_MR,dens_MD,dens_DU,dens_DL,dens_DR,dens_DD,Moss_cover,Liverwort_cover,Bryophyte_notes,DifferencesInVegetation_score,DifferencesInVegetation_notes,NWPL_checklist,Additional_notes,PctCover,SiteCode_Original,SiteCode,CalcTime
Baseline,808219d3-a503-4238-bcdb-f04b3e652139,EAGLE CR NR ALTO NM,Jess and Kat,JT,KN,2020-07-02T19:19:39Z,2020-07-02T19:20:02Z,NA,2020-07-02T19:20:02Z,33.39151154,-105.6113909,cloudy,NA,diversions,Weir,1.5,1.7,1.5,62.66666667,62.66666667,1,"urban,forested",Road and houses,no,yes,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,1,NA,0,NA,dry,partiallydry,partiallydry,clay,clay,clay,2.5,visual estimate,NA,2.5,visual estimate,1.5,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,17,15,5,17,17,17,17,16,17,17,12,notdetected,notdetected,NA,0.5,NA,WMVC,NA,100,NMWM1335,NMWM1335,2021-08-05T23:09:55Z
Baseline,ce3806e8-8ca3-4f11-9cfa-754485dbef26,RIO GRANDE DEL RANCHO NEAR TALPA_ NM,Jess and Kat,JT,KN,2020-07-05T16:02:36Z,2020-07-05T17:08:10Z,NA,2020-07-05T17:08:10Z,36.30185233,-105.5811816,clearsunny,NA,NA,NA,3.65,2.7,4.1,139.3333333,139.3333333,1.5,"urban,forested",Near road,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3,visual estimate,NA,2,visual estimate,1.5,NA,3,NA,0,2,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,17,14,17,15,15,17,12,17,2,10,15,3,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,NMWM1314,NMWM1314,2021-08-05T23:09:55Z
Baseline,28aa614e-fd7b-450f-b1c9-6b4c7040b229,SAN ANTONIO RIVER AT ORTIZ_ CO,"JESS TURNER, KAT NICKEL",KAT NICKEL,JESS TURNER,2020-07-04T18:00:00Z,2020-07-08T01:36:26Z,NA,2020-07-08T01:36:26Z,36.99301621,-106.038488,cloudy,NA,other,Gate across width of reach,7.85,6.9,6.8,287.3333333,200,1,forested,NA,yes,yes,yes,0,NA,NA,notdectected,4,NA,0,3,NA,0,yes,NA,2,NA,0.5,NA,partiallydry,partiallydry,partiallydry,sandyclayloam,loamysand,loamysand,1,visual estimate,NA,1.5,visual estimate,2,NA,1.5,NA,2,2,1,no,Unsure if fish are mosquito fish,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,3,17,6,14,6,16,15,0,2,13,7,0,notdetected,notdetected,NA,3,NA,WMVC,NA,30,NMWM1300,NMWM1300,2021-08-05T23:09:55Z
Baseline,abb5b53f-b274-4811-a0e9-47ab95b2fa37,COSTILLA CREEK NEAR GARCIA CO,"JESS TURNER, KAT NICKEL",KAT NICKEL,JESS TURNER,2020-07-04T18:00:00Z,2020-07-08T01:36:48Z,NA,2020-07-08T01:36:48Z,36.9888274,-105.5325623,cloudy,NA,NA,NA,3.7,3.3,2.7,129.3333333,129.3333333,NA,urban,NA,yes,yes,yes,0,NA,NA,notdectected,0,NA,0,2,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,clayloam,clayloam,clayloam,1,visual estimate,NA,1.5,visual estimate,1,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,6,1,1,0,5,16,14,3,8,15,16,5,notdetected,notdetected,NA,3,NA,WMVC,NA,90,NMWM1301,NMWM1301,2021-08-05T23:09:55Z
Baseline,1157b0d3-34b3-4882-a1ce-8b78eca12c97,Pueblo Canyon 1,Jess and Kat,JT,KN,2020-07-06T18:00:00Z,2020-07-09T06:43:02Z,NA,2020-07-09T06:43:02Z,35.89000503,-106.3078953,clearsunny,NA,steammods,"Concrete slab, made a pool",1,1.2,1.2,45.33333333,45.33333333,2,"other_describe,forested",Heavily trafficed hiking/biking trail,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,partiallydry,partiallydry,sand,sand,sand,1,visual estimate,NA,0.75,visual estimate,1.5,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,16,16,17,15,5,16,11,3,15,17,12,17,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,NMWM1318,NMWM1318,2021-08-05T23:09:55Z
Baseline,e339ff52-f00a-4333-846b-dcd8d294cc8b,Pueblo Canyon 2,Jess and Kat,JT,KN,2020-07-06T18:00:00Z,2020-07-09T06:43:13Z,NA,2020-07-09T06:43:13Z,35.88831813,-106.2989682,clearsunny,NA,NA,NA,1.7,3.7,4.2,128,128,4,other_describe,Heavily trafficed hiking/biking trail,yes,yes,no,0,NA,NA,notdectected,0,NA,0,3,NA,0,yes,NA,1,NA,0,NA,dry,dry,partiallydry,sandyloam,sandyloam,sand,1.5,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,14,16,7,6,7,16,3,15,11,12,17,15,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,NMWM1319,NMWM1319,2021-08-05T23:09:55Z
Baseline,fd04ee08-90e3-43e2-b855-7d97f17bb287,Indian Creek,Madison Gretchen,Madison,Gretchen,2020-07-08T18:00:00Z,2020-07-09T12:58:33Z,FDAM_West,2020-07-10T00:16:42Z,38.28729,-107.21113,clearsunny,NA,NA,NA,2.6,3.125,2.95,115.6666667,115.6666667,1.3,"agricultural,forested,other_describe","Recreation, Near Road",yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,2.25,visual estimate,2,NA,2.25,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,15,16,15,16,16,13,6,4,16,13,16,17,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,COWM1368,COWM1368,2021-08-05T23:09:55Z
Baseline,1a46b322-4407-4816-90d9-09b7f2f7b3b5,Rocky Fork,"Gretchen, Madison",Madison,Gretchen,2020-07-10T18:00:00Z,2020-07-10T21:43:19Z,NA,2021-02-09T03:11:56Z,39.35449,-106.81877,clearsunny,NA,NA,Bridge,4.8,3.4,4.51,169.4666667,169.4666667,6.75,"forested,other_describe",Rec trail,yes,yes,yes,0,0,0,notdectected,0,NA,0,3,It was difficult to dig for hydric soils because it was mostly rock.,1,yes,NA,1.5,NA,0,NA,saturated,saturated,saturated,sandyloam,sandyloam,loam,1,visual estimate,NA,0.75,visual estimate,2,NA,0.75,NA,0,1.5,0.5,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,no,NA,17,16,16,12,11,10,12,13,12,16,17,8,>10%,<2%,NA,2,NA,WMVC,NA,NA,COWM1156,COWM1156,2021-08-05T23:09:55Z
Baseline,ab2cab42-c92f-4934-a0fc-3193b7179e21,2x4 Creek,"Gretchen, madison",Madison,Gretchen,2020-07-11T18:00:00Z,2020-07-11T23:43:58Z,NA,2020-07-16T00:01:53Z,39.36669,-106.74319,clearsunny,NA,NA,NA,1.45,1.23,1.65,57.73333333,57.73333333,2.33,"forested,other_describe",Road 1/4 mile away. Hiking trail nearby.,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,3,NA,1.5,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,<2%,no,NA,16,15,17,15,17,17,17,16,15,17,17,17,>10%,notdetected,NA,1.5,NA,WMVC,NA,NA,COWM1421,COWM1421,2021-08-05T23:09:55Z
Baseline,7738db9f-edbb-4b15-8675-03422d745e62,Blue River Tributary,"Gretchen, Madison",Madison,Madison,2020-07-12T18:00:00Z,2020-07-12T19:36:30Z,NA,2020-07-15T23:48:20Z,39.82476572,-106.2147041,clearsunny,NA,NA,NA,1.81,0.88,0.96,48.66666667,48.66666667,8,forested,NA,yes,yes,yes,65,65,0,present,4,NA,0,3,NA,0,yes,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,1.5,NA,2.75,NA,0,2,2,NA,More difficult to find bugs and algae  in dry areas.,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,17,17,16,17,15,15,17,14,16,11,12,15,2-10%,notdetected,NA,2,NA,WMVC,NA,NA,COWM1361,COWM1361,2021-08-05T23:09:55Z
Baseline,fc59429b-9831-4b34-bfdf-e244f50b6c94,Bootlegger's Bottom,"Gretchen, Madison",Madison,Madison,2020-07-13T18:00:00Z,2020-07-14T00:32:38Z,NA,2020-07-14T00:32:38Z,39.85946445,-105.4451526,cloudy,NA,other,Trail intercepting reach,1.5,3.5,0.62,74.93333333,74.93333333,2.99,"forested,other_describe",Rec,yes,no,yes,0,70,9,notdectected,2,NA,0,3,NA,0,yes,NA,1,NA,0,NA,saturated,saturated,saturated,sandyclay,sandyclay,loamysand,1,visual estimate,NA,3,visual estimate,1.5,NA,0.75,NA,0,1,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,11,12,13,15,17,16,13,17,14,17,15,11,>10%,notdetected,NA,2,NA,WMVC,One rebar missing at logger. Replaced pink tape on logger rebar. It could be helpful to update site lat long with logger lat long and adjust accessibility notes.,100,COWM1030,COWM1030,2021-08-05T23:09:55Z
Baseline,583f4b38-f4f5-4e65-8483-e928588b17b8,Nott Creek at Rifleman Philip's Campground Road,"Gretchen, Madison",Madison,Madison,2020-07-14T18:00:00Z,2020-07-14T23:39:40Z,NA,2020-07-14T23:39:40Z,39.86670231,-105.4035806,cloudy,NA,steammods,Stream goes through pipe under road.,1.16,1.2,1.35,49.46666667,49.46666667,1.33,"forested,other_describe",Rec trail,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1.5,visual estimate,NA,1.5,visual estimate,3,NA,2.75,NA,0,3,2,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,13,17,17,17,17,15,17,16,13,17,17,14,2-10%,notdetected,NA,1.5,NA,WMVC,NA,100,COWM1029,COWM1029,2021-08-05T23:09:55Z
Baseline,3b9072a7-9262-4b44-9ef7-8b0c71298836,LSP [16]- Arthur's Rock Trail jct.,"Gretchen, Madison",Madison,Madison,2020-07-16T18:00:00Z,2020-07-17T00:36:58Z,NA,2020-07-17T00:36:58Z,40.56443221,-105.1768718,cloudy,NA,other,Trail intercepts reach multiple times.,1.96,1.15,1.7,64.13333333,64.13333333,3,"forested,other_describe",Rec trail,yes,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,2,NA,0,NA,partiallydry,dry,dry,loam,sandyloam,loamysand,2,visual estimate,NA,1.5,visual estimate,2,NA,2.75,NA,0,1,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,notdetected,2-10%,no,NA,13,15,12,15,17,17,9,15,13,11,15,9,2-10%,notdetected,NA,1.5,NA,WMVC,NA,50,COWM0940,COWM0940,2021-08-05T23:09:55Z
Baseline,aa62662d-2ecd-4747-b5e9-beb6f2709e16,LSP [11]- West Valley Trail,"Gretchen, Madison",Madison,Madison,2020-07-16T18:00:00Z,2020-07-17T00:37:15Z,NA,2020-07-17T00:38:53Z,40.57612484,-105.1797716,clearsunny,NA,other,Rec trail downstream of reach.,2.65,2.8,2,99.33333333,99.33333333,2.33,"other_describe,other_natural",Grassy hills and rec trails,no,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,dry,dry,slityclayloam,loam,loam,1,visual estimate,Upper portion of reach is confined by canyon,1.5,visual estimate,2,NA,0.75,NA,0,0,0,NA,NA,notdectected,present,Saw 1,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,3,1,11,10,12,16,8,13,6,10,7,0,notdetected,notdetected,NA,0,NA,WMVC,"Thoroughly searched for bugs and exuvea and did not find any. Stream seems like it has been dry for a while. No willows or alders seen. 

Two missing rebar on each bank.",NA,COWM0929,COWM0929,2021-08-05T23:09:55Z
Baseline,49bbf62d-1f88-4bb3-b53c-add8b33198e9,Hewlett Gulch,"Gretchen, Madison",Madison,Madison,2020-07-18T18:00:00Z,2020-07-20T03:33:29Z,NA,2020-07-20T03:35:08Z,40.6915739,-105.3108706,cloudy,NA,NA,NA,2.2,2.75,3.75,116,116,0.33,"other_describe,forested",Rec,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1.5,visual estimate,NA,1.5,visual estimate,2.5,NA,3,NA,0,3,1,NA,NA,notdectected,present,2 snakes seen in stream,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,16,16,14,17,8,6,17,14,5,17,13,16,>10%,notdetected,NA,3,NA,WMVC,Logger is downstream from site point. Logger is downstream from staff plate.,100,COWM0862,COWM0862,2021-08-05T23:09:55Z
Baseline,f1c591cf-f343-4246-a8a6-0e16b0f14478,PC Hill Gulch,"Gretchen, Madison",Madison,Madison,2020-07-18T18:00:00Z,2020-07-20T03:34:21Z,NA,2020-07-20T03:34:21Z,40.68578666,-105.3035375,clearsunny,NA,other,Bridge and gated private property in reach. We went around gated private property.,2.55,2,2.4,92.66666667,92.66666667,1,"urban,agricultural",NA,yes,no,yes,75,75,1,notdectected,3,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate. Houses above stream bank.,2,NA,1.5,NA,0,3,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,15,17,7,11,17,17,17,17,10,17,17,16,<2%,notdetected,NA,1.5,NA,WMVC,NA,NA,COWM0873,COWM0873,2021-08-05T23:09:55Z
Baseline,67e4fc0e-f774-4fc0-b52d-77c0d106a251,CARLSON CREEK DITCH NEAR ARLINGTON WY,"Gretchen, Madison",Madison,Madison,2020-07-21T18:00:00Z,2020-07-22T01:33:55Z,NA,2020-07-22T01:33:55Z,41.49713695,-106.2778797,cloudy,NA,NA,NA,6.95,5.5,5.18,235.0666667,200,1.33,forested,NA,no,yes,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.75,visual estimate,3,NA,1.5,NA,1,3,3,yes,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,6,11,11,11,8,16,11,12,11,14,7,7,>10%,<2%,NA,0.5,NA,WMVC,"Accessibility note: Park at lat 41.5006592, long -106.2765043 
Walk about 1/2 mile upstream.",30,WYWM1535,WYWM1535,2021-08-05T23:09:55Z
Baseline,4b6712d6-73bb-45ec-bd99-9534b1c4541d,Michigan Ditch 1,"Gretchen, Madison",Madison,Madison,2020-07-20T18:00:00Z,2020-07-22T01:34:53Z,NA,2020-07-22T01:34:53Z,40.51456194,-105.8838808,clearsunny,NA,steammods,Culvert and cement structures downstream of reach.,3.18,3.4,3.35,132.4,132.4,5,"forested,other_describe",Rec trail,yes,yes,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,3,visual estimate,NA,0.75,visual estimate,3,NA,2.75,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,9,14,12,5,16,15,15,11,17,15,17,11,>10%,notdetected,NA,3,NA,WMVC,NA,NA,COWM0973,COWM0973,2021-08-05T23:09:55Z
Baseline,a34e136b-4e0b-4298-a026-e01cc78bb7c6,Daniels Creek,"Gretchen, Madison",Madison,Madison,2020-07-24T18:00:00Z,2020-07-26T01:32:57Z,NA,2020-07-26T01:32:57Z,41.03464704,-109.2139218,clearsunny,NA,NA,NA,2.9,2.9,1.6,98.66666667,98.66666667,1.33,other_natural,Desert and arid.,no,yes,yes,0,0,0,notdectected,0,NA,0,3,NA,0,no,NA,1,NA,0,NA,dry,partiallydry,dry,clay,clay,clay,2,visual estimate,NA,2.75,visual estimate,1,NA,0.75,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,2,2,0,0,0,1,2,0,0,0,17,4,notdetected,notdetected,NA,0.5,NA,WMVC,Thoroughly searched up and down channel. Searched adjecent channels. Three rebars and logger not found.,NA,WYWM0754,WYWM0754,2021-08-05T23:09:55Z
Baseline,2ebcbed9-b348-4af6-a38f-1f8bb49a74ad,Greenhough Creek,"Gretchen, Madison",Madison,Madison,2020-07-24T18:00:00Z,2020-07-26T01:33:10Z,NA,2020-07-26T01:33:10Z,41.05189901,-109.2216197,cloudy,NA,NA,NA,0.98,2.78,2.2,79.46666667,79.46666667,1,other_natural,Desert like area with lots of sagebrush,yes,yes,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,2.75,visual estimate,0,NA,0,NA,0,3,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,15,11,9,8,17,17,17,17,2,10,6,5,notdetected,notdetected,NA,3,NA,WMVC,Access note 2WD car: park on main road. Walk on dirt road until encounting cowboy gate. Cross gullies and rivers. Walk on along cowboy gate and barbed wire fence until reaching wetland-like site. Logger on left hand side about 5-10 m from fence.,70,WYWM0749,WYWM0749,2021-08-05T23:09:55Z
Baseline,ee8b2734-b5fb-4eb5-9424-d682d160f95b,Sage Creek,"Gretchen, Madison",Madison,Madison,2020-07-23T18:00:00Z,2020-07-26T01:33:18Z,NA,2020-07-26T01:33:18Z,41.24222207,-109.2318276,intermittentrain,NA,steammods,Culvert downstream,1.23,0.8,0.95,39.73333333,39.73333333,0.5,agricultural,Grazing.,no,no,no,100,NA,NA,notdectected,6,NA,3,1,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,0.75,visual estimate,0,NA,0,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,2,1,4,4,0,4,0,2,0,4,2,1,notdetected,notdetected,NA,1.5,NA,WMVC,Observed rain.,NA,WYWM0774,WYWM0774,2021-08-05T23:09:55Z
Baseline,0dfe872d-e527-4d7b-bd41-50a3d59c0023,LITTLE SOURDOUGH CREEK NEAR BUFFALO WYO.,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-08-03T18:00:00Z,2020-08-06T02:38:42Z,NA,2020-08-06T02:38:42Z,44.26469,-106.91867,clearsunny,NA,NA,NA,3.3,2,3.1,112,110,4.5,forested,NA,yes,no,no,98,100,0,notdectected,6,NA,0,3,NA,2,yes,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0,visual estimate,2.5,NA,3,NA,0,3,2.5,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,<2%,no,NA,17,11,12,3,0,5,2,1,3,7,1,3,>10%,<2%,NA,2,See site sketch,WMVC,NA,NA,WYWM1500,WYWM1500,2021-08-05T23:09:55Z
Baseline,94b03149-2ebf-438f-bbd2-b98171978b92,BOX ELDER CREEK AT BOXELDER_ WY,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-08-02T18:00:00Z,2020-08-06T02:39:10Z,NA,2020-08-06T02:39:10Z,42.61194,-105.85967,clearsunny,NA,NA,NA,0.6,0.08,1.9,34.4,34.4,2.25,other_natural,NA,yes,no,yes,98,100,0,notdectected,6,NA,3,3,NA,2,no,NA,2.5,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,0.75,visual estimate,2.5,NA,1.5,NA,3,3,2,no,NA,present,present,NA,notdectected,NA,notdectected,NA,present,NA,2-10%,<2%,no,NA,1,5,0,1,0,7,0,0,0,1,0,2,<2%,notdetected,NA,3,NA,WMVC,Logger was burried under mud. See additional photos,NA,WYWM1530,WYWM1530,2021-08-05T23:09:55Z
Baseline,7133a34a-f8b6-4e61-b6d8-ab3d1d355e7c,Sulphur CR.AB.RES.BL.LA,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-07-31T18:00:00Z,2020-08-06T02:39:38Z,NA,2020-08-06T02:39:38Z,41.12997917,-110.8065304,clearsunny,NA,"steammods,vegetation,other","Weir upstream 50m and not functional with water going around  
Bridge 10m below 
Grazing,
house 200 m from Channel
Road 10m away 
Logger found 3cm off bottom of Channel
Riprad on right bank 
Culvert 
",8,6.3,7.55,291.3333333,200,0.91,"urban,agricultural,other_describe",Grazing,no,yes,no,100,NA,NA,notdectected,6,NA,3,1,NA,0,no,NA,3,NA,1.25,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,Armored bank on right side,0.75,visual estimate,2.5,NA,3,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,present,2,present,NA,>40%,<2%,no,NA,0,2,0,2,0,0,0,0,0,0,0,0,>10%,notdetected,NA,2.5,NA,WMVC,Logger found 3cm above stream bed,NA,WYWM1540,WYWM1540,2021-08-05T23:09:55Z
Baseline,1bcdc00b-ea2e-4547-ae05-f7fd076402d2,NF STEVENSON C A PERIMETER RD NR BIG C CA,Kay Nickeland Emma Debasitis,Kat Nickel,Emma Debasitis,2020-08-01T19:00:00Z,2020-08-10T20:28:48Z,FDAM_West,2020-08-10T20:28:48Z,37.13689,-119.25457,clearsunny,NA,diversions,Weir present,3.8,6.2,4.7,196,196,2,forested,NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,0,Could not get to soilgranite channel,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,Little canyon,0.75,visual estimate,3,NA,3,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,2,10,5,5,6,9,4,3,10,10,17,13,<2%,notdetected,NA,3,NA,WMVC,NA,NA,CAWM0718,CAWM0718,2021-08-05T23:09:55Z
Baseline,b9845737-92ef-4886-84c5-b62bf996c2e0,ONION C TRIB NO 2 NR SODA SPRINGS CA,HannahKim and Emma Debasitis,Hannah Kim,Emma Debasitis,2020-08-09T19:00:00Z,2020-08-10T20:43:22Z,FDAM_West,2020-08-10T20:43:22Z,39.27602,-120.36687,clearsunny,NA,NA,NA,2.5,2.9,1.6,93.33333333,93.33333333,6,forested,NA,yes,yes,no,90,10,0,notdectected,5,NA,0,3,NA,1,yes,NA,2.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0,visual estimate,NA,0,visual estimate,3,NA,3,NA,3,0,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,9,16,7,15,15,17,17,13,7,8,5,8,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,CAWM0588,CAWM0588,2021-08-05T23:09:55Z
Baseline,4cfead4a-73b2-4fda-8d12-4fb3bcef6b7c,CASCADE C NR PINECREST CA,Kat Nickel and Emma Debasitis,Kat Nickel,Emma Debasitis,2020-08-02T19:00:00Z,2020-08-12T02:47:03Z,FDAM_West,2020-08-14T03:19:50Z,38.27908,-119.97046,clearsunny,NA,diversions,"Weir
",2.5,4.2,5.3,160,160,3.25,"urban,forested",NA,yes,no,yes,85,100,0,notdectected,5,NA,0,2,Bedrock,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,2.25,visual estimate,3,NA,2.25,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,notdetected,NA,NA,10,17,12,6,6,4,9,8,10,11,12,12,>10%,notdetected,NA,3,NA,WMVC,NA,NA,CAWM0657,CAWM0657,2021-08-05T23:09:55Z
Baseline,386a43fc-de8d-464f-96ad-2220e68f625d,DAGGETT CK NR GENOA_ NV,Hannah Kim and Emma Debasitis,Hannah Kim,Emma Debasitis,2020-08-07T19:00:00Z,2020-08-12T03:06:53Z,FDAM_West,2020-08-14T03:51:12Z,38.9645,-119.84932,clearsunny,NA,discharges,3 pipes last 5m of reach,1.2,1,1.5,49.33333333,49.33333333,10,"urban,forested",NA,yes,yes,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,visual estimate,NA,0,visual estimate,3,NA,2,NA,0,0,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,17,17,17,17,17,17,17,17,17,17,17,17,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,NVWM1255,NVWM1255,2021-08-05T23:09:55Z
